quarter,P,EPS,D/E,P/E,SIZE
2005Q1,,,,,
2005Q2,,,,,
2005Q3,,,,,
2005Q4,,,,,
2006Q1,,,,,
2006Q2,,,,,
2006Q3,,,,,
2006Q4,,,,,
2007Q1,,,,,
2007Q2,,,,,
2007Q3,,,,,
2007Q4,,,,,
2008Q1,,,,,
2008Q2,,,,,
2008Q3,,,,,
2008Q4,,,,,
2009Q1,,,,,
2009Q2,,,,,
2009Q3,,,,,
2009Q4,,,,,
2010Q1,,,,,
2010Q2,,,,,
2010Q3,,,,,
2010Q4,,,,,
2011Q1,,,,,
2011Q2,,,,,
2011Q3,,,,,
2011Q4,,,,,
2012Q1,,,,,
2012Q2,,,,,
2012Q3,,,,,
2012Q4,,,,,
2013Q1,,,,,
2013Q2,,,,,
2013Q3,,,,,
2013Q4,,,,,
2014Q1,,,,,
2014Q2,,,,,
2014Q3,,,,,
2014Q4,,,,,
2015Q1,,,,,
2015Q2,,,,,
2015Q3,,,,,
2015Q4,8577.84291294643,,,,
2016Q1,12586.021644467213,,,,
2016Q2,10850.699462890625,,,,
2016Q3,7817.9813232421875,,,,
2016Q4,6569.219269283234,,,,
2017Q1,6261.088158392137,,,,
2017Q2,5699.632579985119,,,,
2017Q3,5821.889051649306,,,,
2017Q4,5353.802687872024,,,,
2018Q1,6843.021076139857,,,,
2018Q2,6245.3969802856445,,,,
2018Q3,6471.7234778025795,,,,
2018Q4,6736.795720176091,,,,
2019Q1,6729.209688780737,,,,
2019Q2,6395.23828125,,,,
2019Q3,6066.40625,,,,
2019Q4,5936.065573770492,,,,
2020Q1,4525.967741935484,,,,
2020Q2,4030.7936507936506,,,,
2020Q3,5048.59375,,,,
2020Q4,4664.21875,,,,
2021Q1,8584.426229508197,,,,
2021Q2,14723.015873015873,,,,
2021Q3,14348.360916137695,,,,
2021Q4,14938.28125,,,,
2022Q1,14775.0,,,,
2022Q2,,,,,
2022Q3,,,,,
2022Q4,,,,,
2023Q1,,,,,
2023Q2,,,,,
2023Q3,10169.148936170213,,,,
2023Q4,9822.34375,,,,
2024Q1,9321.694915254237,,,,
2024Q2,8791.475409836066,,,,
2024Q3,9131.42857142857,,,,
2024Q4,8101.403508771929,,,,
