TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,,,,,,,,,,,,,,,,,,,,,,,,
I. Tiền và các khoản tương đương tiền,"561,857,000,000","503,828,000,000","545,563,000,000","568,407,000,000",,,,,,,,,,,,,,,,,,,,
1. Tiền,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,"443,700,000,000","108,046,000,000","501,990,000,000","495,075,000,000",,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"9,552,942,000,000","9,105,465,000,000","6,824,808,000,000","12,520,555,000,000",,,,,,,,,,,,,,,,,,,,
1. Phải thu ngắn hạn của khách hàng,"8,952,696,000,000","8,748,879,000,000","6,156,838,000,000","12,062,775,000,000",,,,,,,,,,,,,,,,,,,,
2. Trả trước cho người bán ngắn hạn,"600,246,000,000","356,586,000,000","667,970,000,000",,,,,,,,,,,,,,,,,,,,,
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,,,,,,,,,,,,,,,,,,
5. Phải thu về cho vay ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
6. Phải thu ngắn hạn khác,,,,,,,,,,,,,,,,,,,,,,,,
7. Dự phòng phải thu ngắn hạn khó đòi,,,,,,,,,,,,,,,,,,,,,,,,
8. Tài sản Thiếu chờ xử lý,,,,"457,780,000,000",,,,,,,,,,,,,,,,,,,,
IV. Hàng tồn kho,"2,288,577,000,000","4,480,500,000,000","3,237,223,000,000","3,136,500,000,000",,,,,,,,,,,,,,,,,,,,
1. Hàng tồn kho,"2,288,577,000,000","4,480,500,000,000","3,237,223,000,000","3,136,500,000,000",,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá hàng tồn kho,,,,,,,,,,,,,,,,,,,,,,,,
V.Tài sản ngắn hạn khác,"19,335,000,000","9,356,000,000","9,107,000,000","27,641,000,000",,,,,,,,,,,,,,,,,,,,
1. Chi phí trả trước ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
2. Thuế GTGT được khấu trừ,,,,,,,,,,,,,,,,,,,,,,,,
3. Thuế và các khoản khác phải thu Nhà nước,,,,,,,,,,,,,,,,,,,,,,,,
4. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,,,,,,,,,,,,,,,,,,
5. Tài sản ngắn hạn khác,,,,,,,,,,,,,,,,,,,,,,,,
B. TÀI SẢN DÀI HẠN,,,,,,,,,,,,,,,,,,,,,,,,
I. Các khoản phải thu dài hạn,"268,097,000,000","268,097,000,000","268,660,000,000","268,660,000,000",,,,,,,,,,,,,,,,,,,,
1. Phải thu dài hạn của khách hàng,,,,,,,,,,,,,,,,,,,,,,,,
2. Trả trước cho người bán dài hạn,,,,,,,,,,,,,,,,,,,,,,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,,,,,,,,,,,,,,,,,,,,,,,,
4. Phải thu nội bộ dài hạn,"303,672,000,000","303,672,000,000","303,672,000,000","270,660,000,000",,,,,,,,,,,,,,,,,,,,
