TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"2,305,124,210,000","2,059,610,490,000","2,153,243,120,000","2,245,757,280,000",,,,,,,,,,,,,,,,,,,,
I. Tiền và các khoản tương đương tiền,"2,279,260,120,000","2,055,492,760,000","2,142,198,370,000","2,243,543,460,000",,,,,,,,,,,,,,,,,,,,
1. Tiền,"140,780,840,000","83,465,810,000","146,497,840,000","300,264,520,000",,,,,,,,,,,,,,,,,,,,
2. Các khoản tương đương tiền,"249,781,470,000","272,061,170,000","245,835,880,000","340,067,920,000",,,,,,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,"4,173,350,000","4,186,290,000","2,876,580,000","2,334,690,000",,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"25,864,090,000","4,117,730,000","11,044,760,000","2,213,820,000",,,,,,,,,,,,,,,,,,,,
1. Phải thu ngắn hạn của khách hàng,"23,160,890,000","350,680,000","7,870,050,000","441,770,000",,,,,,,,,,,,,,,,,,,,
2. Trả trước cho người bán ngắn hạn,"15,460,000","10,540,000","13,300,000","8,960,000",,,,,,,,,,,,,,,,,,,,
3. Phải thu nội bộ ngắn hạn,"2,348,460,000","2,296,640,000","3,066,400,000","1,736,900,000",,,,,,,,,,,,,,,,,,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,"21,400,000","21,400,000","21,400,000","21,400,000",,,,,,,,,,,,,,,,,,,,
5. Phải thu về cho vay ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
6. Phải thu ngắn hạn khác,,,,,,,,,,,,,,,,,,,,,,,,
