TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,"406,955,940,473","449,651,702,106","503,293,616,759","402,348,639,672","396,371,540,376","298,161,326,861","227,604,791,308","226,190,972,066","302,357,070,519","491,087,538,207","387,720,246,048","515,189,973,755","512,934,629,558","539,737,691,175","474,563,612,503","314,184,150,075","362,378,367,947","394,801,106,635","342,540,599,068","244,345,089,965","359,599,516,836","326,582,739,690","245,377,828,225","294,871,007,160"
I. Tiền và các khoản tương đương tiền,"13,390,477,003","9,574,287,177","9,231,641,322","13,058,411,431","15,250,042,459","11,679,367,307","21,147,604,412","46,574,174,332","28,990,576,849","4,457,732,261","30,331,397,998","20,763,229,800","15,692,146,436","13,310,162,350","17,083,934,394","19,154,703,046","13,097,027,536","5,336,657,077","20,092,046,423","18,369,443,481","2,532,597,839","13,703,044,831","6,220,596,976","28,034,599,442"
1. Tiền,"13,390,477,003","9,574,287,177","9,231,641,322","13,058,411,431","15,250,042,459","11,679,367,307","6,147,604,412","8,574,174,332","28,990,576,849","4,457,732,261","30,331,397,998","20,763,229,800","15,692,146,436","13,310,162,350","17,083,934,394","19,154,703,046","13,097,027,536","5,336,657,077","20,092,046,423","18,369,443,481","2,532,597,839","13,703,044,831","6,220,596,976","28,034,599,442"
2. Các khoản tương đương tiền,,,,,,,"15,000,000,000","38,000,000,000",,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"157,464,008,332","158,337,325,435","204,113,424,310","114,299,454,480","93,306,789,892","126,359,787,505","115,148,803,910","56,325,493,909","146,788,414,191","82,371,461,096","77,801,933,784","122,698,638,577","90,666,305,239","83,083,341,066","66,377,599,723","97,350,090,046","95,717,294,913","48,026,564,383","73,792,797,489","55,223,076,790","78,695,491,632","91,212,975,918","79,292,168,074","63,446,360,178"
1. Phải thu ngắn hạn của khách hàng,"155,750,699,743","154,085,084,032","199,199,629,943","111,826,691,985","90,527,077,400","125,489,830,831","113,136,468,460","53,632,246,260","143,157,173,486","79,544,562,600","74,510,176,179","117,812,597,314","86,338,222,260","78,105,658,863","64,298,799,446","96,180,999,458","93,503,939,351","46,047,738,055","73,629,865,106","54,106,027,951","76,760,744,497","91,108,028,028","76,757,472,029","63,153,395,560"
2. Trả trước cho người bán ngắn hạn,"1,644,462,620","3,801,593,691","4,578,777,791","1,883,463,162","2,069,937,625","520,744,640","1,802,977,141","2,191,838,800","1,631,976,305","2,587,639,476","3,018,348,476","3,053,557,943","2,209,728,456","4,909,908,382","1,976,199,788","1,089,045,788","2,125,723,708","1,908,192,728","55,852,502","925,164,047","1,596,227,783","22,207,389","2,185,941,736","180,714,618"
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,,,,,,,,,,,,,,,,,,
5. Phải thu về cho vay ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
6. Phải thu ngắn hạn khác,"153,845,969","530,647,712","405,016,576","654,299,333","769,774,867","404,212,034","259,358,309","546,408,849","2,039,264,400","279,259,020","313,409,129","1,867,483,320","2,153,354,523","102,773,821","132,600,489","110,044,800","117,631,854","100,633,600","107,079,881","191,884,792","338,519,352","82,740,501","348,754,309","112,250,000"
7. Dự phòng phải thu ngắn hạn khó đòi,"-85,000,000","-80,000,000","-70,000,000","-65,000,000","-60,000,000","-55,000,000","-50,000,000","-45,000,000","-40,000,000","-40,000,000","-40,000,000","-35,000,000","-35,000,000","-35,000,000","-30,000,000","-30,000,000","-30,000,000","-30,000,000",,,,,,
8. Tài sản Thiếu chờ xử lý,,,,,,,,,,,,,,,,,,,,,,,,
IV. Hàng tồn kho,"225,766,060,070","267,649,781,979","275,632,087,879","263,138,797,522","278,483,697,477","157,178,066,234","88,237,740,988","114,999,410,696","124,355,623,899","379,377,582,818","267,404,796,918","353,554,108,694","396,744,028,834","422,564,238,977","377,241,064,237","195,726,952,348","242,730,844,921","325,109,468,283","244,108,994,512","168,211,256,498","268,291,137,449","216,794,058,644","155,409,030,424","194,766,173,064"
