,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"33,308,000,000","33,307,000,000","43,269,000,000","1,567,047,000,000","322,516,000,000","229,726,000,000","277,404,000,000","322,752,000,000","105,253,000,000","109,949,000,000","103,037,000,000","119,315,000,000","101,865,000,000","96,390,000,000","101,665,000,000","115,596,000,000","79,004,000,000","129,618,000,000","53,777,000,000","69,946,877,797","55,673,505,147",,"78,348,000,000","612,012,000,000"
4. Giá vốn hàng bán,"28,052,000,000","33,249,000,000","30,340,000,000","51,584,000,000","163,337,000,000","50,775,000,000","66,765,000,000","123,228,000,000","56,016,000,000","61,180,000,000","55,155,000,000","84,689,000,000","55,208,000,000","64,371,000,000","57,310,000,000","45,731,000,000","41,705,000,000","40,627,000,000","30,929,000,000","28,363,110,819","45,530,823,483",,"48,450,000,000","50,288,000,000"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,"298,831,610,587","304,924,623,416",,"257,594,000,000","310,239,000,000"
6. Doanh thu hoạt động tài chính,"150,215,000,000","226,368,000,000","215,454,000,000","562,181,000,000","308,400,000,000","209,245,000,000","371,511,000,000","473,107,000,000","555,150,000,000","683,223,000,000","776,659,000,000","591,486,000,000","1,048,859,000,000","1,201,905,000,000","964,752,000,000","837,412,000,000","853,806,000,000","753,505,000,000","908,195,000,000","1,161,287,729,634","1,201,331,644,846",,"1,011,973,000,000","1,220,935,000,000"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,"2,839,007,757,188","2,706,479,758,103",,"3,178,544,000,000","3,218,959,000,000"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,"1,161,287,729,634","1,201,331,644,846",,"1,011,973,000,000","1,220,935,000,000"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
