,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"390,313,000,000","742,487,000,000","636,584,000,000","848,680,000,000","594,577,000,000","743,621,000,000","899,436,000,000","1,204,317,000,000","1,318,510,000,000","1,208,092,000,000","1,825,218,000,000","1,116,884,000,000","7,436,486,000,000","1,891,589,000,000","1,929,963,000,000","1,759,002,000,000","2,335,765,000,000","2,765,634,000,000","1,297,356,000,000","1,495,256,904,033","1,065,880,354,010","2,110,712,433,191","2,638,554,543,931","3,744,661,827,985"
4. Giá vốn hàng bán,"92,103,000,000","173,957,000,000","87,715,000,000","229,096,000,000","143,775,000,000","203,307,000,000","378,581,000,000","480,127,000,000","529,851,000,000","931,724,000,000","666,550,000,000","532,791,000,000","326,203,000,000","568,034,000,000","677,855,000,000","860,980,000,000","958,408,000,000","593,787,000,000","801,717,000,000","894,549,464,167","841,348,529,547","910,868,806,326","1,112,322,722,986","1,317,606,926,535"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,"596,689,866,846","1,039,969,446,039","850,758,214,408","1,022,665,214,007","1,111,913,033,360"
6. Doanh thu hoạt động tài chính,"1,421,884,000,000","2,048,831,000,000","2,282,602,000,000","2,514,276,000,000","2,313,995,000,000","2,951,022,000,000","2,251,514,000,000","2,897,229,000,000","3,201,810,000,000","4,016,363,000,000","2,160,820,000,000","2,271,529,000,000","8,916,823,000,000","3,324,075,000,000","3,542,430,000,000","1,140,448,000,000","1,649,719,000,000","2,452,231,000,000","2,427,678,000,000","2,111,161,663,753","3,141,881,802,649","3,632,686,962,872","4,164,259,691,238","5,039,522,128,547"
7. Chi phí tài chính,,,,,,,,,,,,"-157,362,000,000","245,526,000,000","-184,131,000,000","-187,453,000,000","-1,125,171,000,000","-886,235,000,000","-609,562,000,000","2,932,000,000","81,080,143,190","-424,814,869,866","74,300,049,348","136,427,561,951","422,102,686,594"
- Trong đó: Chi phí lãi vay,,,,,949,,,,01,,,,"1,951",,,,378,,,,450,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,"13,341,140,018,674","13,410,611,996,916","16,127,995,609,366","15,063,004,439,004","17,644,405,840,615"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,"2,030,081,520,563","3,566,696,672,515","3,558,386,913,524","4,027,832,129,287","4,617,419,441,953"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
