,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"305,004,000,000","431,599,000,000","166,836,000,000","582,035,000,000","82,415,000,000","131,546,000,000","366,072,000,000","601,190,000,000","84,326,000,000","499,444,000,000","148,566,000,000","132,862,000,000","563,972,000,000","1,559,504,000,000","66,966,000,000","683,761,000,000","50,411,000,000","84,141,000,000","45,599,000,000","265,296,000,000","69,605,000,000",,"58,737,000,000","169,981,000,000"
4. Giá vốn hàng bán,"1,217,000,000","5,152,000,000","52,266,000,000","5,652,000,000","11,391,000,000","21,260,000,000","7,872,000,000","16,968,000,000","26,309,000,000","24,362,000,000","109,440,000,000","247,981,000,000","18,393,000,000","19,714,000,000","26,071,000,000","64,576,000,000","21,152,000,000","18,186,000,000","15,573,000,000","63,963,000,000","53,311,000,000",,"169,420,000,000","108,853,000,000"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,"495,699,000,000","542,818,000,000",,"550,565,000,000","1,028,286,000,000"
6. Doanh thu hoạt động tài chính,"844,242,000,000","307,185,000,000","771,869,000,000","531,568,000,000","785,741,000,000","343,370,000,000","716,260,000,000","836,610,000,000","801,062,000,000","1,112,839,000,000","639,728,000,000","857,867,000,000","1,274,076,000,000","803,989,000,000","1,211,607,000,000","1,751,123,000,000","1,899,957,000,000","1,925,126,000,000","1,634,592,000,000","2,258,942,000,000","2,111,405,000,000",,"2,201,173,000,000","3,598,078,000,000"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,"6,708,395,000,000","6,874,794,000,000",,"7,237,897,000,000","7,410,043,000,000"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,"2,258,942,000,000","2,111,405,000,000",,"2,201,173,000,000","3,598,078,000,000"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
