,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"406,494,000,000","660,349,000,000","517,873,000,000","994,259,000,000","428,781,000,000","475,473,000,000","919,165,000,000","877,094,000,000","652,094,000,000","1,493,133,000,000","690,077,000,000","1,689,758,000,000","2,147,279,000,000","1,440,988,000,000","2,596,210,000,000","1,635,234,000,000","1,205,592,000,000","2,076,206,000,000","1,735,446,000,000","2,009,290,000,000","1,279,714,000,000",,"4,377,345,000,000","3,043,349,000,000"
4. Giá vốn hàng bán,"257,074,000,000","464,744,000,000","260,856,000,000","96,130,000,000","153,401,000,000","280,380,000,000","237,211,000,000","153,704,000,000","213,554,000,000","358,859,000,000","325,323,000,000","220,467,000,000","269,750,000,000","329,685,000,000","357,757,000,000","1,273,694,000,000","185,634,000,000","298,059,000,000","325,678,000,000","469,349,000,000","501,593,000,000",,"414,355,000,000","412,485,000,000"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,"1,555,357,000,000","1,207,758,000,000",,"1,360,167,000,000","2,374,799,000,000"
6. Doanh thu hoạt động tài chính,"2,539,084,000,000","1,768,276,000,000","2,517,146,000,000","2,653,766,000,000","2,404,717,000,000","3,610,243,000,000","2,341,649,000,000","5,384,390,000,000","6,471,151,000,000","2,238,561,000,000","2,465,637,000,000","2,985,705,000,000","4,697,912,000,000","4,680,851,000,000","3,319,664,000,000","4,261,784,000,000","4,831,201,000,000","5,263,655,000,000","3,895,322,000,000","6,143,224,000,000","5,002,524,000,000",,"5,192,512,000,000","9,870,614,000,000"
7. Chi phí tài chính,"10,883,000,000","1,612,000,000","6,003,000,000","-1,429,000,000","-9,749,000,000","38,593,000,000","4,997,000,000","28,051,000,000","9,618,000,000","32,135,000,000","5,865,000,000","64,889,000,000","34,005,000,000","35,438,000,000","-18,664,000,000","75,399,000,000","24,824,000,000","60,349,000,000","32,247,000,000","23,749,000,000","43,714,000,000",,"-33,347,000,000","79,064,000,000"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,"18,475,438,000,000","19,066,889,000,000",,"21,916,298,000,000","21,285,259,000,000"
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,,,,,,,,,,,,,,,,,,,,"6,119,475,000,000","4,958,810,000,000",,"5,225,859,000,000","9,791,550,000,000"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},,,,,,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,,,,,,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,,,,,,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),,,,,,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),,,,,,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),,,,,,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,,,,,,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,,,,,,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),,,,,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),,,,,,,,,,,,,,,,,,,,,,,,
