,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,"566,363,249,000","609,694,039,000",,,,,,,,,,,,,,,,,,,,
2. Các khoản giảm trừ doanh thu,,,"9,324,700,000","7,064,450,000",,,,,,,,,,,,,,,,,,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),"410,223,705,000","513,168,268,000","557,038,549,000","602,629,589,000",,,,,,,,,,,,,,,,,,,,
4. Giá vốn hàng bán,"324,847,356,000","357,820,095,000","553,603,316,000","621,689,656,000",,,,,,,,,,,,,,,,,,,,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),"85,376,349,000","155,348,173,000","3,435,233,000","-19,060,067,000",,,,,,,,,,,,,,,,,,,,
6. Doanh thu hoạt động tài chính,"198,501,484,000","191,493,435,000","1,438,727,782,000","257,849,656,000",,,,,,,,,,,,,,,,,,,,
7. Chi phí tài chính,"360,171,807,000","392,989,973,000","272,682,592,000","349,203,912,000",,,,,,,,,,,,,,,,,,,,
- Trong đó: Chi phí lãi vay,"328,353,118,000","357,535,697,000","-248,519,193,000","287,647,055,000",,,,,,,,,,,,,,,,,,,,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết","28,994,861,000","6,445,026,000","-59,716,002,000","36,838,462,000",,,,,,,,,,,,,,,,,,,,
9. Chi phí bán hàng,"38,489,276,000","102,745,051,000","90,737,114,000","75,571,854,000",,,,,,,,,,,,,,,,,,,,
10. Chi phí quản lý doanh nghiệp,"166,214,564,000","186,413,108,000","136,567,454,000","92,906,712,000",,,,,,,,,,,,,,,,,,,,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},"-252,002,953,000","-328,861,498,000","882,459,853,000","-242,054,427,000",,,,,,,,,,,,,,,,,,,,
12. Thu nhập khác,"341,766,157,000","18,301,538,000","4,506,292,000","11,005,463,000",,,,,,,,,,,,,,,,,,,,
13. Chi phí khác,"69,443,726,000","375,944,119,000","1,433,320,184,000","281,589,139,000",,,,,,,,,,,,,,,,,,,,
14. Lợi nhuận khác(40=31-32),"272,322,431,000","-357,642,581,000","-1,428,813,892,000","-270,583,676,000",,,,,,,,,,,,,,,,,,,,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),"20,319,478,000","-686,504,079,000","-546,354,039,000","-512,638,103,000",,,,,,,,,,,,,,,,,,,,
16. Chi phí thuế TNDN hiện hành,"529,412,000","434,081,000","462,405,000","827,592,000",,,,,,,,,,,,,,,,,,,,
17. Chi phí thuế TNDN hoãn lại,"-1,711,070,000","25,970,109,000","13,017,469,000","-170,243,131,000",,,,,,,,,,,,,,,,,,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),"21,501,136,000","-712,908,269,000","-559,833,913,000","-343,222,564,000",,,,,,,,,,,,,,,,,,,,
19. Lợi nhuận sau thuế công ty mẹ,"36,169,614,000","-539,058,534,000","713,629,794,000","56,054,794,000",,,,,,,,,,,,,,,,,,,,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,"-14,668,478,000","-173,849,735,000","-1,273,463,707,000","-399,277,358,000",,,,,,,,,,,,,,,,,,,,
21. Lãi cơ bản trên cổ phiếu(*),39,-542,769,92,,,,,,,,,,,,,,,,,,,,
22. Lãi suy giảm trên cổ phiếu (*),39,-542,769,92,,,,,,,,,,,,,,,,,,,,
