TÀI SẢN,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
A- TÀI SẢN NGẮN HẠN,,,,,,,,,,,,,,,,,,,,,,,,
I. Tiền và các khoản tương đương tiền,"4,784,978,000,000","5,033,905,000,000","5,409,433,000,000","4,820,627,000,000",,,,,,,,,,,,,,,,,,,,
1. Tiền,,,,,,,,,,,,,,,,,,,,,,,,
2. Các khoản tương đương tiền,,,,,,,,,,,,,,,,,,,,,,,,
II. Các khoản đầu tư tài chính ngắn hạn,"5,329,967,000,000","9,326,009,000,000","6,563,740,000,000","3,192,256,000,000",,,,,,,,,,,,,,,,,,,,
1. Chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,,,,,,,,,,,,,,,,,,,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,,,,,,,,,,,,,,,,,,,,,
III. Các khoản phải thu ngắn hạn,"45,810,418,000,000","42,787,014,000,000","43,304,052,000,000","47,990,224,000,000",,,,,,,,,,,,,,,,,,,,
1. Phải thu ngắn hạn của khách hàng,"33,454,163,000,000","33,025,844,000,000","28,819,944,000,000","38,596,420,000,000",,,,,,,,,,,,,,,,,,,,
2. Trả trước cho người bán ngắn hạn,"12,356,255,000,000","9,761,170,000,000","14,484,108,000,000","9,393,804,000,000",,,,,,,,,,,,,,,,,,,,
3. Phải thu nội bộ ngắn hạn,,,,,,,,,,,,,,,,,,,,,,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,,,,,,,,,,,,,,,,,,
